DTYYYYMMDD,HPG,REE,MSN,MBB,VIC,DPM,SBT,CTG,SSI,VCB,GMD,FPT,VNM,STB
20160125,7.86,17.51,47.07,9.07,29.36,20.41,17.97,15.91,17.81,29.0,18.68,23.65,71.38,11.6
20160126,7.63,17.65,46.75,9.01,29.17,20.12,17.69,16.1,17.3,28.23,18.27,23.04,69.56,11.1
20160127,7.75,17.72,46.75,9.07,28.87,20.48,18.88,16.19,17.47,28.16,18.54,23.24,70.77,11.2
20160128,7.66,17.58,46.43,9.27,29.36,20.41,18.95,15.91,17.3,28.16,18.41,23.09,70.17,11.3
20160129,7.95,18.08,46.12,9.2,28.93,20.77,18.74,15.91,17.47,28.79,18.41,23.29,70.17,11.3
20160201,7.72,18.01,45.48,9.2,28.57,20.84,17.48,15.82,17.3,28.3,18.54,23.39,71.98,11.2
20160202,7.75,18.15,44.84,9.2,28.57,20.77,16.57,15.82,17.3,28.09,18.45,23.19,71.98,11.1
20160203,7.75,18.08,45.8,9.14,28.57,21.13,16.99,15.73,17.39,27.54,18.5,23.39,73.19,11.1
20160204,7.81,18.08,46.75,9.27,28.57,21.28,17.41,15.91,17.56,27.82,18.54,23.34,73.8,11.2
20160205,7.81,18.22,46.75,9.39,28.32,21.21,17.69,15.91,17.9,27.89,18.73,23.55,75.01,11.2
20160215,7.63,18.43,45.8,9.58,27.65,20.99,18.18,15.91,17.73,28.02,18.64,23.44,76.22,11.0
20160216,7.72,18.29,45.8,9.58,27.72,20.84,18.39,15.82,17.81,28.02,18.73,23.75,77.43,10.9
20160217,7.72,18.51,45.8,9.52,27.65,20.77,18.88,15.82,17.9,27.68,18.82,23.85,78.64,10.6
20160218,7.75,18.51,45.8,9.52,27.96,20.77,19.37,16.1,18.07,28.02,18.59,24.15,78.03,11.0
20160219,7.81,18.29,45.48,9.9,27.41,20.55,19.93,15.91,18.07,27.89,18.22,23.95,78.03,11.0
20160222,7.86,18.36,47.39,9.9,27.47,20.63,20.07,15.91,19.01,28.09,18.18,24.2,78.64,10.8
20160223,7.86,18.36,47.07,9.78,27.72,20.63,19.58,15.82,19.09,28.51,18.22,24.0,78.64,10.9
20160224,7.86,18.51,46.75,9.78,27.59,20.92,19.37,16.84,19.43,29.42,18.18,24.0,79.24,11.2
20160225,7.89,18.36,45.8,9.65,27.65,20.55,19.37,17.02,19.09,29.07,17.85,23.9,78.03,11.1
20160226,8.21,18.36,47.07,9.58,27.35,20.55,20.28,16.93,19.18,29.21,18.27,23.95,78.64,11.2
20160229,8.07,18.21,45.8,9.33,26.8,20.63,19.93,16.47,19.18,28.51,18.13,24.0,77.43,11.0
20160301,7.92,19.33,45.8,9.65,26.8,20.63,19.3,16.28,19.35,28.3,18.08,24.2,78.64,10.9
20160302,7.86,19.03,46.43,9.58,27.35,21.21,19.37,16.56,19.77,29.0,17.99,24.45,79.85,11.1
20160303,7.81,18.59,47.39,9.58,27.59,21.5,18.95,16.65,19.69,28.93,18.04,24.5,79.24,11.0
20160304,7.95,18.81,47.39,9.58,27.84,21.64,19.3,16.47,19.43,29.07,17.95,24.6,79.85,11.0
20160307,8.04,18.66,47.39,9.46,27.84,21.28,20.07,16.47,19.35,29.07,18.41,24.4,79.24,11.0
20160308,8.35,18.51,47.71,9.46,28.2,21.06,19.44,16.37,19.09,28.93,18.31,24.1,79.24,10.9
20160309,8.24,18.36,48.02,9.52,28.26,21.06,18.95,16.1,19.18,28.79,18.5,24.1,79.24,10.9
20160310,8.27,18.36,47.39,9.58,28.26,20.99,20.21,16.19,19.52,28.93,18.5,24.2,79.24,10.9
20160311,8.33,18.44,46.75,9.52,27.59,20.99,19.72,16.1,19.43,28.93,18.64,24.35,82.27,11.0
20160314,8.67,18.51,47.71,9.39,27.59,21.28,20.91,16.1,19.35,29.0,18.59,24.45,81.66,11.0
20160315,8.67,18.29,46.75,9.39,27.35,21.13,20.77,16.0,19.18,29.21,18.41,24.35,82.27,10.8
20160316,8.64,18.36,46.43,9.39,27.11,21.35,21.26,16.0,19.01,30.04,18.54,24.35,82.87,10.7
20160317,8.67,18.59,46.12,9.46,27.35,21.21,21.54,16.1,18.92,29.69,18.36,24.35,83.48,10.8
20160318,8.59,18.51,45.48,9.46,26.8,20.92,20.07,16.0,18.75,29.55,18.31,24.75,83.48,10.4
20160321,8.61,18.36,44.53,9.39,27.47,20.92,19.58,16.0,18.75,29.83,18.08,24.7,81.66,10.6
20160322,8.53,18.29,44.53,9.33,27.65,20.92,19.86,15.82,18.41,30.11,18.08,24.45,80.45,10.6
20160323,8.47,18.36,45.8,9.33,27.59,20.99,19.93,15.91,18.5,29.83,17.95,24.45,81.06,10.6
20160324,8.33,18.36,46.75,9.27,27.41,20.99,19.86,15.63,18.58,29.28,17.95,24.3,81.66,10.3
20160325,8.38,18.21,47.07,9.33,27.84,20.92,19.86,15.63,18.41,29.76,17.99,24.05,81.06,10.4
20160328,8.64,18.14,47.39,9.33,28.38,20.84,19.72,15.63,18.41,29.76,18.04,24.1,81.66,10.3
20160329,8.61,18.14,46.12,9.27,28.44,20.84,19.44,15.36,17.98,29.21,17.99,23.85,81.06,10.1
20160330,8.53,18.29,46.12,9.2,28.57,20.99,20.14,15.45,18.15,29.28,17.95,23.85,82.27,10.3
20160331,8.53,18.14,45.48,9.14,28.69,20.92,20.28,15.17,17.98,28.51,17.95,23.65,81.06,10.3
20160401,8.38,17.92,45.16,9.01,28.69,20.84,19.93,15.08,18.07,28.44,17.72,23.5,81.06,10.3
20160404,8.44,17.77,44.53,9.01,28.63,20.84,20.14,15.26,18.15,28.44,17.44,23.5,81.06,10.3
20160405,8.47,17.69,44.84,9.07,28.63,20.84,20.21,15.17,18.5,28.51,17.67,23.6,82.87,10.2
20160406,8.73,17.77,45.16,9.27,28.93,20.99,20.49,15.45,18.58,29.21,17.81,23.8,82.87,10.3
20160407,8.7,17.77,45.16,9.27,28.69,20.92,21.05,15.45,18.67,29.0,17.67,24.0,85.29,10.1
20160408,8.9,17.62,44.21,9.2,28.87,20.84,20.91,15.45,18.5,28.79,17.72,23.9,86.5,10.1
20160411,9.11,17.69,45.16,9.27,30.69,20.77,21.33,15.26,18.67,28.93,18.22,24.05,86.5,10.1
20160412,9.16,17.69,44.53,9.2,31.61,20.7,21.89,14.99,18.58,29.28,18.27,23.95,86.5,10.1
20160413,8.99,17.55,43.89,9.2,31.61,20.92,21.75,14.99,18.5,29.14,18.04,23.9,85.9,10.2
20160414,9.08,17.55,44.21,9.27,31.91,20.92,21.4,14.89,18.5,29.42,18.04,23.85,85.9,10.2
20160415,9.05,17.32,44.21,9.14,31.61,20.84,21.75,14.99,18.41,29.55,17.9,23.7,86.5,10.1
20160419,8.93,17.03,43.89,9.2,30.21,20.84,21.96,14.8,18.15,29.48,17.62,23.6,84.08,10.0
20160420,9.02,16.95,42.93,9.27,30.69,21.5,22.24,14.8,18.07,29.76,17.72,23.65,82.27,10.0
20160421,9.11,17.1,44.53,9.33,31.3,21.35,22.73,14.8,18.07,29.83,17.76,23.75,82.87,10.2
20160422,9.45,17.69,43.89,9.52,33.12,21.21,23.36,15.54,18.32,31.78,18.04,24.0,84.69,10.2
20160425,9.54,17.62,43.57,9.52,31.91,21.21,23.22,15.82,18.84,31.92,17.85,24.05,84.08,10.3
20160426,9.54,17.69,43.89,9.52,32.82,21.28,23.5,15.63,19.09,32.82,18.41,24.05,84.69,10.2
20160427,9.45,17.62,44.21,9.39,32.21,21.57,23.64,15.26,18.67,31.99,18.31,23.95,83.48,10.2
20160428,9.4,17.55,43.89,9.46,31.61,21.35,23.36,14.99,18.5,32.13,18.64,24.3,83.48,10.3
20160429,9.68,17.55,44.53,9.65,31.91,21.35,23.22,15.36,18.24,31.99,19.05,24.4,84.08,10.3
20160504,10.12,17.47,45.16,9.65,31.0,21.86,23.5,15.17,18.24,32.06,19.51,24.15,85.9,10.2
20160505,10.12,17.69,45.16,9.65,31.3,21.71,23.57,15.45,18.24,32.75,19.28,24.0,85.9,10.3
20160506,9.83,17.84,46.12,9.78,31.91,21.78,23.5,16.0,18.24,33.8,18.96,23.85,85.9,10.3
20160509,9.8,17.62,45.48,9.78,31.61,21.71,22.87,16.0,18.07,33.38,19.23,23.7,87.11,10.3
20160510,9.68,17.55,45.48,9.71,31.61,21.78,22.03,16.1,17.73,33.8,19.28,23.75,86.5,10.4
20160511,9.97,17.91,45.8,9.78,32.52,21.86,22.31,16.65,17.39,34.07,19.6,23.95,88.32,10.3
20160512,9.83,17.83,45.8,9.65,32.52,21.86,22.73,16.37,17.39,33.38,19.56,23.8,87.71,11.0
20160513,9.63,17.66,44.84,9.65,32.52,21.71,21.82,16.37,17.22,33.1,19.56,23.8,87.11,11.7
20160516,9.6,17.57,45.16,9.58,33.43,21.86,21.47,16.19,17.56,33.59,19.46,23.75,88.32,12.1
20160517,9.71,17.91,45.16,9.58,33.12,21.86,21.82,16.65,17.73,33.59,20.25,23.9,88.92,12.7
20160518,9.57,17.91,45.48,9.78,32.52,22.0,21.68,16.56,17.64,34.07,20.15,23.95,87.71,12.6
20160519,9.6,17.83,44.53,9.97,32.52,21.86,21.82,16.37,17.56,33.45,20.66,23.95,87.71,12.4
20160520,9.6,17.83,44.21,10.03,31.3,22.07,22.1,16.19,17.64,32.96,20.71,24.05,88.32,11.9
20160523,9.74,17.74,44.21,9.84,31.61,22.0,21.89,15.82,17.73,32.06,20.94,24.0,88.32,11.7
20160524,9.74,17.83,45.16,9.9,31.61,21.69,21.47,16.0,17.64,31.92,20.38,23.95,87.71,11.5
20160525,9.74,18.0,44.53,9.71,31.61,21.77,22.59,16.0,17.56,31.99,19.6,23.95,87.11,11.2
20160526,9.6,17.83,43.89,9.78,31.0,21.46,22.73,15.82,17.47,31.5,19.74,23.85,85.29,11.0
20160527,9.63,17.91,43.89,9.84,31.3,21.31,22.59,16.1,17.73,31.5,20.34,24.18,86.5,11.3
20160530,9.77,17.91,43.89,9.97,32.52,21.24,22.38,16.28,18.41,32.54,19.98,24.24,85.9,11.1
20160531,9.77,17.74,44.21,9.97,31.91,20.93,22.17,16.47,18.32,32.48,19.84,24.06,85.9,11.0
20160601,9.94,17.74,43.89,9.97,32.52,21.24,22.31,16.47,18.15,32.61,19.84,24.06,85.29,11.1
20160602,10.18,17.74,43.89,9.97,32.52,21.16,22.1,16.56,18.24,32.75,20.63,24.06,85.29,11.2
20160603,10.29,17.74,43.89,9.84,32.82,21.16,22.24,16.47,18.15,32.89,20.99,24.0,85.29,11.3
20160606,10.23,17.66,43.57,9.78,32.52,21.16,22.73,16.28,17.98,33.24,20.56,23.83,83.45,12.0
20160607,10.49,17.83,43.89,9.9,33.12,21.31,23.29,16.1,18.07,33.45,20.42,23.88,84.07,11.9
20160608,10.67,17.91,44.53,9.84,33.12,21.77,24.89,16.28,18.32,33.31,20.49,24.0,84.68,12.1
20160609,10.61,17.83,44.21,9.9,33.12,21.54,25.24,16.47,18.58,33.45,20.56,23.88,84.68,12.1
20160610,10.7,18.43,44.53,9.84,32.82,21.31,25.8,16.47,18.75,33.73,20.92,23.88,84.07,11.5
20160613,10.55,18.26,43.89,9.78,31.91,21.24,24.06,16.28,18.41,33.66,20.78,23.83,84.07,11.8
20160614,10.96,18.26,43.89,9.78,32.52,21.31,24.12,16.1,18.32,33.59,20.85,23.88,84.07,11.8
20160615,10.99,18.26,43.57,9.78,32.52,21.24,23.99,16.1,18.07,33.24,20.78,23.77,84.07,11.7
20160616,11.01,18.08,43.57,9.71,32.52,21.31,24.4,15.91,18.07,33.17,20.63,23.83,84.07,11.6
20160617,10.81,17.91,45.16,9.71,31.61,21.16,22.73,15.63,17.47,32.75,20.2,23.83,84.07,11.3
20160620,11.1,17.83,44.21,9.65,32.52,21.01,23.01,15.73,17.81,32.61,20.2,25.18,84.07,11.3
20160621,11.33,18.08,43.89,9.65,32.82,21.08,23.22,15.73,17.81,32.68,20.13,25.18,85.29,11.5
20160622,11.45,18.34,43.89,9.58,31.91,21.31,22.94,15.63,17.73,32.54,19.98,25.0,85.29,11.5
20160623,11.59,18.26,43.89,9.58,32.21,21.31,22.03,15.91,17.73,33.38,19.98,24.71,85.91,11.5
20160624,11.22,17.66,42.93,9.52,31.61,21.08,21.82,15.45,17.3,32.54,19.47,24.12,84.07,11.3
20160627,11.27,17.31,42.62,9.52,32.65,21.08,21.96,15.45,17.22,32.13,19.4,24.3,84.07,11.3
20160628,11.19,17.48,42.62,9.52,32.18,21.08,22.1,15.26,17.3,32.27,19.18,24.3,85.91,11.3
20160629,11.36,17.57,42.62,9.58,32.38,21.16,22.31,15.63,17.81,32.89,19.84,24.77,85.29,11.4
20160630,11.45,17.57,42.3,9.52,33.33,21.08,21.82,15.54,17.73,32.89,19.47,24.65,86.52,11.3
20160701,11.51,17.48,42.62,9.58,34.41,21.16,21.89,15.73,17.56,33.03,19.26,24.71,87.75,11.3
20160704,11.53,17.74,42.62,9.58,34.41,21.31,21.75,15.82,18.75,34.21,19.84,25.06,88.97,11.3
20160705,11.62,17.66,42.93,9.71,34.41,21.54,21.89,16.1,19.09,35.12,19.69,24.89,88.36,11.4
20160706,11.85,17.83,42.62,9.65,34.41,21.54,22.17,15.91,19.09,34.77,19.55,24.95,87.75,11.3
20160707,12.37,17.83,42.62,9.65,34.74,22.0,22.66,16.0,19.18,35.47,19.62,25.54,90.2,11.2
20160708,12.34,17.66,42.62,9.65,34.74,21.77,22.87,15.91,19.35,35.47,20.27,25.71,90.2,11.2
20160711,11.71,17.48,42.62,9.71,34.41,21.77,22.45,16.1,19.6,36.16,20.34,25.12,89.59,11.2
20160712,11.88,17.57,42.62,9.58,35.08,22.15,22.73,16.37,19.94,37.55,20.27,25.12,90.2,11.2
20160713,12.03,17.74,42.62,9.78,37.11,22.53,23.92,17.48,20.54,39.99,20.27,25.3,90.2,11.5
20160714,11.62,17.74,42.93,9.9,36.09,22.76,23.5,17.21,20.11,38.94,19.84,25.36,89.59,11.5
20160715,11.74,17.91,42.93,9.9,36.77,22.45,23.5,17.3,20.03,37.55,19.69,25.12,90.2,11.9
20160718,12.23,17.83,43.89,9.9,36.43,22.45,23.5,17.3,20.2,38.59,19.84,25.12,92.04,12.1
20160719,12.14,17.66,42.93,9.71,35.08,22.07,23.71,16.84,20.54,38.94,19.69,24.71,93.88,11.6
20160720,11.88,17.57,42.62,9.65,33.73,22.23,23.29,16.47,20.2,38.25,19.47,24.53,96.95,11.2
20160721,11.91,17.57,42.93,9.71,34.07,22.3,22.94,16.47,19.6,38.59,19.33,24.53,96.34,11.3
20160722,11.62,17.57,42.62,9.71,33.73,22.53,23.36,16.47,19.18,36.16,19.18,24.36,95.72,11.1
20160725,11.82,17.66,42.62,9.58,34.07,22.53,23.08,16.19,19.01,36.86,19.04,24.24,94.5,11.0
20160726,12.23,17.48,42.3,9.65,34.07,22.45,22.87,16.28,19.09,36.86,18.75,24.12,96.34,11.2
20160727,12.49,17.48,41.98,9.71,34.41,22.3,22.45,16.65,19.35,37.9,19.04,24.36,96.95,11.2
20160728,12.89,18.0,41.98,9.65,35.42,22.3,22.52,16.47,19.77,38.25,18.82,24.36,98.18,11.2
20160729,12.86,17.66,40.71,9.58,34.41,22.23,22.94,16.47,19.52,37.55,19.04,24.18,96.95,11.3
20160801,12.75,17.31,40.71,9.58,34.74,22.3,23.01,16.37,19.43,36.86,18.9,24.24,95.11,11.2
20160802,12.34,17.14,39.12,9.52,34.41,21.85,22.8,15.91,18.84,35.81,18.61,23.94,93.27,11.1
20160803,12.49,16.8,39.12,9.52,33.26,22.0,22.87,15.82,18.92,35.12,18.24,23.88,94.5,11.0
20160804,12.32,16.97,39.44,9.46,32.05,21.92,23.01,16.0,18.75,36.16,18.1,23.83,95.72,10.5
20160805,12.46,16.63,39.12,9.46,30.16,21.77,23.01,15.82,18.32,35.47,18.9,23.88,96.95,11.0
20160808,12.37,16.97,37.85,9.46,30.16,21.77,23.08,15.91,18.24,36.16,19.47,23.94,96.95,10.9
20160809,12.52,17.23,38.48,9.46,30.7,21.77,24.12,15.63,18.24,36.86,19.11,24.12,99.41,10.7
20160810,13.1,17.31,38.48,9.52,32.79,21.85,24.82,16.1,18.5,37.2,19.4,24.24,100.63,10.8
20160811,13.3,17.4,38.8,9.58,33.06,22.0,24.68,16.28,18.75,38.94,20.05,24.65,103.7,10.9
20160812,13.24,17.4,38.48,9.52,33.06,22.0,24.19,16.19,18.58,37.9,19.91,24.53,103.09,10.9
20160815,13.38,17.74,38.16,9.52,33.06,21.69,24.12,16.19,18.67,37.9,19.91,24.53,103.7,10.9
20160816,13.59,17.66,37.85,9.46,32.32,21.77,24.47,16.0,19.09,37.55,20.78,25.18,103.7,10.7
20160817,14.05,17.66,37.85,9.52,32.32,21.92,25.17,16.0,19.09,36.86,21.72,25.48,104.93,10.8
20160818,14.11,17.31,40.39,9.52,32.32,22.0,24.12,16.0,18.84,36.86,21.72,25.42,106.77,10.6
20160819,13.93,17.31,42.93,9.46,32.18,21.77,24.47,15.82,18.5,37.2,21.14,25.0,107.77,10.6
20160822,14.02,17.31,41.34,9.46,31.64,21.85,24.82,15.91,18.24,37.2,20.85,25.07,105.51,10.6
20160823,14.25,17.31,40.07,9.46,32.72,21.77,24.61,15.82,18.41,36.86,21.14,25.19,107.77,10.5
20160824,14.17,17.4,39.12,9.46,32.72,21.77,24.75,16.0,18.32,37.55,21.07,25.37,109.28,10.5
20160825,14.75,17.31,39.12,9.52,32.59,21.77,24.82,15.82,18.24,37.55,20.49,25.61,109.28,10.3
20160826,14.61,17.4,40.07,9.52,32.38,21.85,24.89,16.1,18.5,39.99,20.63,25.97,110.03,10.5
20160829,14.23,17.14,42.62,9.46,32.38,21.77,24.61,16.0,18.24,39.99,19.98,25.73,113.8,10.5
20160830,14.37,17.14,44.53,9.46,32.45,21.69,24.26,16.1,17.98,38.59,20.05,25.73,114.55,10.5
20160831,14.68,17.23,43.89,9.46,32.45,22.07,24.54,16.1,18.24,37.55,20.42,26.52,117.57,10.4
20160901,14.54,17.23,42.62,9.46,32.38,22.07,24.54,15.91,18.24,36.51,20.2,26.88,116.06,10.2
20160905,14.4,17.06,42.62,9.39,32.32,22.07,24.06,15.82,17.98,35.12,19.84,26.88,116.06,10.0
20160906,14.51,17.66,43.25,9.39,32.32,21.92,24.12,15.82,17.98,35.12,20.05,26.7,113.05,10.2
20160907,15.09,17.66,43.25,9.46,32.05,21.92,24.4,15.91,18.15,35.12,20.2,26.64,110.03,10.0
20160908,15.4,17.48,43.57,9.52,32.25,21.92,24.19,15.91,18.15,35.12,20.63,27.54,110.79,9.9
20160909,15.19,17.48,43.89,9.52,32.92,21.77,23.71,16.1,18.41,37.07,20.42,27.6,107.77,9.9
20160912,14.75,17.57,43.89,9.52,33.6,21.39,23.92,15.96,18.15,35.87,20.05,27.18,106.41,10.0
20160913,14.99,17.57,43.57,9.49,33.13,21.46,23.01,15.86,17.98,34.48,20.05,27.3,109.2,9.99
20160914,14.95,17.53,42.49,9.46,32.59,21.43,23.22,15.54,17.9,34.96,19.69,27.48,108.52,10.1
20160915,15.16,17.36,41.34,9.49,34.05,21.24,23.85,15.68,17.73,34.48,19.44,27.06,107.77,10.1
20160916,15.26,17.44,41.34,9.42,35.54,20.78,22.2,15.68,17.73,33.52,19.8,27.18,104.0,9.4
20160919,15.64,18.0,43.25,9.42,34.96,21.5,23.08,15.82,18.28,35.1,19.55,27.36,102.5,9.87
20160920,15.59,18.0,44.65,9.42,35.21,21.54,22.8,15.77,18.37,35.87,19.62,27.57,102.5,9.79
20160921,15.64,18.0,44.84,9.39,36.12,21.39,21.47,15.73,18.62,35.87,19.87,27.48,103.85,9.52
20160922,15.84,18.6,45.16,9.42,36.36,21.69,20.98,15.73,18.62,35.92,20.02,28.15,103.4,9.6
20160923,15.74,18.98,45.16,9.42,36.65,21.66,21.61,15.63,18.41,35.77,20.56,28.63,105.51,9.5
20160926,15.76,19.46,45.1,9.42,36.94,21.77,21.68,15.63,18.58,36.01,20.99,28.87,106.26,9.41
20160927,15.86,19.16,44.91,9.39,37.98,21.73,21.61,15.86,18.71,36.97,20.99,28.87,105.51,9.43
20160928,16.02,18.94,42.93,9.39,36.9,21.58,21.47,16.1,19.09,37.35,20.71,28.93,105.51,9.43
20160929,15.91,18.86,43.38,9.46,37.15,21.58,21.54,15.86,19.01,36.68,21.43,28.6,105.51,9.39
20160930,15.67,18.51,44.72,9.52,36.78,21.69,21.68,15.68,19.01,36.68,21.21,28.18,105.51,9.32
20161003,15.26,18.3,44.53,9.46,35.54,21.54,21.47,15.68,19.09,36.3,21.07,28.18,105.89,9.2
20161004,15.07,18.17,44.46,9.42,36.36,21.66,21.54,16.0,19.26,36.3,20.56,28.27,105.89,9.15
20161005,14.95,18.26,44.46,9.42,36.2,21.5,21.68,16.28,19.31,36.59,20.42,28.27,105.81,9.35
20161006,14.71,18.13,44.02,9.52,35.29,21.43,21.68,16.28,19.09,36.73,20.49,27.84,107.02,9.61
20161007,14.1,18.0,43.57,9.55,35.37,21.69,21.43,16.0,19.01,36.35,20.23,27.21,106.72,9.53
20161010,13.44,17.78,43.44,9.49,34.79,21.54,21.47,15.82,19.01,35.92,19.76,26.33,105.59,9.37
20161011,14.37,18.34,43.44,9.46,34.79,21.69,22.95,15.86,19.05,36.2,20.27,26.88,105.89,9.25
20161012,13.99,18.26,43.25,9.46,34.88,21.54,24.18,15.86,18.87,36.01,20.13,26.46,106.64,9.22
20161013,14.16,18.3,43.25,9.46,35.54,21.62,24.09,15.86,19.01,35.72,20.23,26.58,107.02,9.2
20161014,13.86,18.26,43.38,9.49,35.54,21.46,24.0,15.77,18.96,35.63,20.13,26.49,108.52,9.21
20161017,13.65,17.96,42.43,9.58,35.54,21.88,23.82,15.77,18.92,34.86,20.13,26.21,107.17,9.22
20161018,13.96,18.0,42.43,9.58,35.45,22.26,24.0,15.77,18.83,34.91,19.98,26.33,108.52,9.24
20161019,14.15,17.96,42.3,9.58,36.2,22.42,24.23,16.05,18.96,35.15,19.95,26.49,110.03,9.48
20161020,14.11,17.78,42.3,9.58,35.79,22.15,24.0,16.0,18.96,35.15,19.76,26.27,109.2,9.32
20161021,14.06,17.7,42.17,9.55,35.54,21.54,23.73,15.86,19.23,35.15,19.84,26.21,108.68,9.25
20161024,13.79,17.7,41.98,9.63,35.54,21.2,23.73,16.0,18.83,34.58,19.84,26.09,106.26,9.2
20161025,13.58,17.66,41.98,9.59,35.29,21.24,23.91,15.91,18.87,34.24,19.66,26.09,106.26,9.1
20161026,13.56,17.91,41.79,9.56,35.08,21.12,23.82,15.68,18.56,33.81,19.84,25.97,106.34,9.02
20161027,13.56,18.0,41.66,9.56,35.37,21.12,24.5,15.36,18.56,34.77,19.69,26.09,107.39,8.95
20161028,13.99,18.08,41.79,9.56,35.41,21.12,24.09,15.73,18.56,34.77,19.84,26.33,108.0,8.87
20161031,13.98,18.21,41.79,9.59,35.12,21.16,23.91,15.59,18.78,34.48,19.69,26.27,107.02,8.82
20161101,13.86,18.26,41.66,9.59,35.33,21.16,22.64,15.49,18.6,34.38,19.55,26.15,106.94,8.5
20161102,13.55,18.08,41.66,9.53,34.96,21.08,22.91,15.45,18.56,33.91,19.18,25.73,106.34,8.25
20161103,13.48,17.74,41.54,9.43,35.04,21.01,22.5,15.36,18.25,33.52,18.97,25.37,106.57,8.24
20161104,13.58,17.66,41.41,9.33,35.04,20.97,22.45,15.36,18.02,33.52,19.0,25.46,106.19,8.38
20161107,14.1,17.7,41.34,9.36,35.33,21.24,22.54,15.45,18.43,34.72,19.51,25.85,105.66,8.42
20161108,14.23,17.78,41.34,9.39,35.37,21.16,22.64,15.31,18.43,34.86,19.29,25.88,105.81,8.43
20161109,14.04,17.4,41.34,9.26,35.12,21.08,22.0,15.22,18.16,34.48,18.93,25.49,105.51,8.25
