DTYYYYMMDD,HPG,REE,MSN,MBB,VIC,DPM,SBT,CTG,SSI,VCB,GMD,FPT,VNM,STB
20180614,32.77,31.33,84.5,21.66,104.13,16.69,13.64,26.8,30.27,56.85,24.88,39.8,141.6,12.55
20180615,33.08,31.52,85.0,22.27,102.07,16.36,13.27,27.1,31.11,57.73,25.06,39.71,141.6,12.4
20180618,30.92,29.91,84.0,21.21,101.98,16.03,13.32,25.85,29.02,55.29,23.99,38.77,135.85,12.0
20180619,29.5,29.81,80.0,20.83,101.65,15.6,13.91,25.4,28.79,55.29,23.1,38.0,130.82,11.7
20180620,30.77,30.14,81.0,21.13,103.31,15.98,13.86,26.15,29.25,56.85,23.54,38.77,132.79,12.0
20180621,30.19,29.81,81.0,20.53,102.48,15.84,13.54,25.35,28.69,55.78,23.01,37.92,133.73,11.7
20180622,31.5,29.81,81.0,21.13,101.49,16.03,14.45,25.9,29.34,57.44,23.32,38.43,140.02,12.0
20180625,31.92,30.29,83.0,21.36,102.23,16.74,14.18,26.35,29.39,58.13,23.41,38.52,140.97,12.15
20180626,31.62,30.19,82.5,21.13,102.15,16.41,14.23,26.0,29.16,58.03,23.01,38.0,138.37,12.0
20180627,30.38,30.19,81.0,20.68,103.47,16.41,14.18,25.0,27.58,56.76,22.92,37.83,137.66,11.8
20180628,29.88,29.72,79.0,20.07,107.5,16.22,14.54,24.3,26.47,56.66,22.74,36.3,133.73,11.55
20180629,29.54,30.29,79.0,19.85,107.5,16.31,14.09,24.25,26.47,56.76,22.34,35.44,133.73,11.55
20180702,29.54,29.1,76.0,18.82,107.2,15.93,13.14,23.1,25.54,56.85,21.76,34.33,134.52,11.1
20180703,27.92,28.1,74.0,17.76,99.7,15.74,13.36,21.5,23.96,54.8,20.96,33.31,133.73,10.35
20180704,28.54,28.48,74.1,18.1,105.0,15.74,13.36,21.9,25.3,54.41,21.4,34.16,131.37,10.3
20180705,27.77,28.77,73.9,17.08,106.5,15.7,13.36,20.5,24.93,50.88,21.0,33.73,129.8,9.72
20180706,28.31,29.15,74.0,18.25,106.2,15.74,13.54,21.9,26.56,53.82,21.63,34.84,130.58,10.4
20180709,27.46,28.96,74.2,18.39,105.0,15.93,13.91,22.1,25.82,52.84,21.63,34.29,131.37,10.4
20180710,27.31,29.1,74.2,18.57,103.0,16.45,13.91,22.35,25.68,51.96,21.36,34.5,131.37,10.4
20180711,26.46,28.39,74.0,17.49,104.5,15.79,13.64,20.9,24.14,50.1,21.05,33.48,131.37,10.0
20180712,25.96,28.15,74.0,18.21,103.0,15.84,13.68,21.8,24.24,51.28,21.14,33.14,132.39,10.15
20180713,27.38,28.67,74.9,18.75,103.0,16.17,13.77,22.6,25.49,53.62,21.36,34.67,130.82,10.45
20180716,27.31,28.81,74.2,19.29,102.5,16.26,13.86,22.8,25.35,53.72,21.81,34.93,132.16,10.5
20180717,27.77,29.15,74.5,20.15,104.0,16.36,13.77,24.0,25.82,54.6,22.3,35.78,132.08,10.75
20180718,28.62,31.14,76.0,20.82,105.0,16.79,13.73,24.9,27.12,56.27,22.65,36.64,132.94,11.2
20180719,28.62,31.71,79.1,20.37,105.0,16.69,13.73,24.4,26.84,55.58,22.21,36.3,134.12,11.0
20180720,28.23,31.05,79.1,21.0,103.6,16.5,13.36,24.7,27.07,55.58,21.85,35.53,133.34,11.0
20180723,28.42,32.28,79.1,20.6,104.0,16.88,13.82,23.6,26.14,55.39,21.89,35.87,133.73,11.75
20180724,27.23,31.85,80.5,20.37,104.5,16.88,14.36,23.55,25.44,55.78,21.89,36.04,133.65,11.4
20180725,27.31,31.9,81.0,19.83,104.4,17.17,14.73,22.8,24.61,54.11,21.4,36.21,133.65,11.2
20180726,28.08,32.18,81.0,20.28,106.0,17.02,14.73,23.0,25.72,55.48,21.4,36.34,134.91,11.25
20180727,28.69,32.28,81.3,20.73,106.4,16.88,14.86,23.4,25.91,55.29,21.81,36.98,132.79,11.2
20180730,28.5,32.75,81.4,21.18,106.4,17.17,15.27,23.85,26.56,56.07,23.32,36.98,132.55,11.5
20180731,28.73,33.51,84.2,21.14,106.4,17.5,15.18,23.6,26.84,57.25,23.46,36.55,132.31,11.45
20180801,28.92,32.75,84.2,20.82,106.5,17.26,15.0,23.2,26.93,57.34,22.97,35.87,131.29,11.3
20180802,28.65,33.23,84.2,20.69,106.7,17.21,14.82,22.95,27.25,57.73,22.92,36.47,129.8,11.05
20180803,27.92,32.28,85.0,20.82,111.5,17.12,15.0,22.85,26.98,57.25,22.92,36.38,127.12,11.05
20180806,27.81,31.8,87.4,20.6,111.5,17.5,14.82,22.85,26.56,57.73,22.56,36.08,125.78,11.15
20180807,27.81,31.33,90.0,20.55,110.3,17.36,14.77,23.05,26.88,60.18,22.56,35.83,120.36,11.15
20180808,28.23,32.75,90.0,21.0,108.8,17.36,14.82,23.95,27.44,60.77,22.65,36.3,122.32,11.35
20180809,28.12,32.18,89.9,20.87,104.2,17.17,14.54,24.05,27.49,59.99,23.46,36.55,123.5,11.3
20180810,28.46,32.33,89.0,20.96,104.2,16.88,14.73,24.25,28.14,62.14,23.28,36.81,123.66,11.25
20180813,29.46,32.33,90.9,21.95,102.8,16.69,14.73,25.75,29.25,62.43,23.05,37.11,122.8,11.8
20180814,29.62,33.23,93.5,21.5,103.3,17.21,15.0,25.3,28.79,61.45,23.23,37.83,124.37,11.6
20180815,28.85,32.71,91.5,21.0,101.9,16.93,15.45,25.2,27.86,59.3,22.39,37.41,124.68,11.4
20180816,28.85,33.13,90.0,21.36,102.1,17.17,16.0,26.15,27.67,59.3,22.92,37.58,124.76,11.4
20180817,29.0,32.56,89.6,21.09,102.3,16.98,16.68,26.0,27.58,60.67,22.65,38.02,124.68,11.2
20180820,28.65,32.42,89.9,20.64,102.6,16.98,17.0,25.7,27.07,60.08,22.65,38.19,125.94,11.15
20180821,28.85,32.71,90.3,21.14,103.1,16.88,17.45,26.5,28.42,61.36,22.74,38.19,128.22,11.2
20180822,29.23,33.42,92.0,21.09,103.6,16.88,17.45,26.25,28.04,60.57,23.77,38.5,128.22,11.45
20180823,29.31,34.56,91.2,21.14,104.6,16.88,17.45,26.1,28.37,61.26,23.68,38.81,128.46,11.4
20180824,29.5,34.56,90.6,21.18,104.0,16.83,17.95,26.1,28.04,60.67,24.21,38.85,127.59,11.3
20180827,29.96,34.56,91.2,21.54,104.2,16.6,17.54,27.2,28.65,61.75,24.08,38.81,126.1,11.4
20180828,30.69,34.18,91.4,21.54,104.2,16.6,17.27,27.25,29.44,62.63,23.9,38.63,125.31,11.5
20180829,30.46,33.99,91.0,21.41,103.0,16.26,17.41,27.0,29.62,61.75,23.54,38.63,123.98,11.4
20180830,30.5,34.65,97.0,21.72,103.4,16.22,17.32,27.6,29.95,62.43,23.68,38.59,123.11,11.5
20180831,30.73,33.99,95.0,21.36,103.4,16.64,17.27,27.15,29.34,61.16,23.59,38.63,123.27,11.35
20180904,30.0,33.61,94.0,20.82,102.1,16.79,17.0,25.9,28.51,59.69,23.37,38.54,123.27,11.25
20180905,29.69,33.04,93.0,20.51,101.5,16.5,17.09,26.05,28.69,59.3,23.77,37.84,120.0,11.1
20180906,29.73,32.66,94.8,20.24,98.0,16.22,17.77,25.9,28.69,59.01,24.17,37.01,116.75,11.05
20180907,30.54,33.13,95.0,20.6,97.2,16.6,18.09,26.5,29.25,60.67,24.21,37.58,121.53,11.3
20180910,30.15,32.71,91.5,20.42,99.3,16.6,17.95,26.2,29.07,60.67,24.04,37.19,122.01,11.75
20180911,30.77,33.23,92.5,20.73,101.2,16.5,17.91,26.95,29.9,61.65,24.3,37.71,126.21,11.8
20180912,30.38,33.51,92.6,20.51,101.4,16.55,18.09,26.5,29.44,61.26,24.08,37.63,126.6,12.1
20180913,30.58,33.51,92.4,20.55,100.3,16.45,18.36,26.65,29.53,61.55,24.08,37.93,126.31,12.05
20180914,30.38,33.85,91.6,20.37,101.0,16.45,18.64,26.95,29.81,62.63,24.12,38.94,127.17,12.0
20180917,30.35,33.23,91.6,19.92,99.0,16.6,18.54,26.6,29.07,61.55,24.45,38.54,130.04,11.85
20180918,30.35,33.7,90.1,19.92,99.6,16.5,18.54,26.9,29.72,61.94,24.55,39.16,131.95,12.4
20180919,30.5,33.7,91.2,20.19,98.6,16.64,19.0,26.8,29.95,61.94,25.02,39.72,131.76,12.55
20180920,31.46,34.37,92.5,20.37,98.5,17.17,19.04,27.45,30.27,63.02,25.73,40.12,130.04,12.65
20180921,31.77,34.18,91.0,20.69,98.6,17.02,19.09,28.1,30.55,63.21,25.78,40.12,131.76,12.7
20180924,31.77,34.84,94.5,20.91,99.6,17.36,19.54,28.0,30.78,63.8,25.63,40.29,130.99,12.55
20180925,31.73,34.37,94.4,20.64,99.5,17.55,19.41,27.8,30.6,63.02,25.63,40.12,130.9,12.65
20180926,31.54,35.32,93.5,20.73,99.0,18.49,19.54,27.65,30.64,62.43,25.97,40.25,130.52,12.7
20180927,31.96,35.18,92.5,20.73,98.6,18.54,19.5,27.6,31.2,62.04,25.82,40.38,132.43,12.65
20180928,32.54,35.03,92.8,20.82,98.3,18.4,19.27,27.55,31.11,61.65,25.4,40.47,131.28,13.5
20181001,32.62,34.65,93.9,20.82,98.5,18.78,18.73,27.05,30.83,61.16,25.35,40.2,130.33,13.85
20181002,31.77,34.27,94.0,20.64,102.0,18.49,18.68,27.1,30.69,61.65,24.93,39.59,130.99,13.9
20181003,31.77,34.65,93.2,20.82,102.2,18.21,18.91,27.5,30.97,61.65,25.12,39.77,130.9,13.85
20181004,31.85,35.08,93.9,21.63,100.6,18.3,18.68,27.7,31.88,61.65,26.15,40.07,130.9,13.85
20181005,31.88,35.18,91.0,21.36,98.5,17.97,18.54,27.1,31.21,61.55,26.77,39.85,129.27,13.8
20181008,31.69,35.08,89.8,21.41,96.6,17.64,18.54,26.85,31.16,61.06,26.77,39.33,127.17,13.85
20181009,31.54,35.13,88.0,20.78,96.6,17.55,18.73,26.7,31.26,61.16,26.58,39.07,125.16,13.55
20181010,31.85,34.7,84.5,20.51,96.6,17.45,19.0,26.45,31.21,61.16,26.34,39.59,124.3,13.4
20181011,30.69,32.28,78.6,19.15,93.0,16.74,18.18,24.6,29.05,57.19,24.5,37.32,121.43,12.5
20181012,31.38,32.99,81.3,19.65,96.0,17.07,18.59,25.4,29.63,59.37,25.02,38.28,122.87,13.05
20181015,31.04,32.09,78.5,19.2,95.5,16.6,18.41,24.75,29.01,58.58,24.27,37.58,120.19,12.95
20181016,31.35,32.61,78.6,19.61,98.6,17.07,18.59,25.15,29.05,58.68,24.88,37.8,120.48,13.6
20181017,31.54,33.23,81.0,19.52,99.0,17.17,18.73,25.3,29.48,58.68,25.4,38.11,121.34,13.55
20181018,31.54,32.56,80.2,19.06,99.1,17.07,18.41,24.85,29.1,57.49,25.63,38.11,120.48,13.5
20181019,31.35,32.09,81.0,18.93,99.1,17.07,18.64,24.7,28.86,57.19,25.87,37.58,121.24,13.45
20181022,30.85,32.28,79.2,19.02,99.1,17.07,18.5,24.45,28.72,56.6,25.02,37.71,120.29,12.95
20181023,30.38,31.52,77.5,19.29,99.0,16.98,18.73,23.65,27.76,55.31,24.41,36.88,118.09,12.55
20181024,30.15,31.09,75.0,18.97,98.8,16.74,18.82,23.2,27.09,55.01,23.79,36.53,117.23,12.6
20181025,30.0,30.38,77.5,18.93,96.8,16.6,18.73,23.0,26.8,54.32,23.7,35.88,114.74,12.55
20181026,29.92,29.91,76.5,18.97,96.4,17.07,18.68,22.5,26.37,53.03,25.35,35.66,116.17,12.3
20181029,29.88,29.86,76.5,19.15,97.2,17.07,19.0,22.1,26.23,52.43,25.4,35.83,114.74,12.0
20181030,29.77,29.19,78.0,19.25,96.6,17.26,18.73,22.2,26.33,53.72,25.45,35.83,112.16,11.95
20181031,30.96,29.91,83.0,19.74,97.2,17.83,18.82,23.4,27.43,55.11,25.92,36.66,111.01,12.5
20181101,30.46,29.34,82.0,19.38,95.5,17.55,18.82,22.85,26.8,54.51,25.97,36.62,109.29,12.2
20181102,30.77,30.38,84.5,19.65,96.0,17.83,18.91,23.5,27.57,55.7,25.97,37.49,113.31,12.4
20181105,30.77,30.38,85.2,19.7,96.0,17.83,19.54,23.5,27.67,56.0,26.06,37.19,111.39,12.35
20181106,30.46,30.0,84.0,19.38,95.8,17.73,19.64,23.25,27.38,55.31,26.15,36.84,112.54,12.25
20181107,30.12,29.72,84.7,19.38,96.0,17.83,20.41,23.25,27.28,55.01,26.15,36.58,114.26,12.7
20181108,29.92,30.05,84.5,19.29,96.0,17.78,20.27,23.2,27.43,55.21,26.63,36.84,114.74,12.6
20181109,28.92,29.62,84.3,18.84,95.9,17.5,20.32,22.6,26.61,53.82,26.15,36.05,111.87,12.35
20181112,28.88,29.57,83.6,18.75,95.9,17.5,20.5,22.45,27.09,54.12,26.58,36.66,111.87,12.2
20181113,28.38,29.38,79.0,18.52,93.3,17.73,20.32,22.0,26.66,53.13,27.57,36.4,110.92,12.0
20181114,27.54,28.96,79.0,18.25,94.7,17.83,20.64,21.2,26.61,52.73,28.14,36.93,112.35,11.95
20181115,26.92,29.15,79.4,18.43,91.7,18.11,19.23,21.25,26.42,52.93,27.0,36.88,111.87,12.0
20181116,27.08,29.53,79.6,19.15,90.1,17.92,19.64,21.95,26.52,52.73,27.15,37.36,109.96,12.1
20181119,27.27,29.72,81.8,19.2,96.4,18.02,19.68,23.05,27.28,53.52,27.19,37.71,110.34,12.3
20181120,28.08,29.57,81.8,19.02,97.2,18.59,19.73,23.2,27.19,53.33,27.71,37.93,111.39,12.2
20181121,28.08,30.95,81.2,19.25,97.3,18.83,19.73,23.3,27.67,54.91,27.81,37.93,113.97,12.25
20181122,27.54,30.86,82.0,19.11,98.0,18.87,19.64,22.95,27.43,54.32,27.48,37.93,114.84,12.4
20181123,27.35,31.05,81.6,18.88,99.0,18.92,19.64,22.45,26.71,53.52,26.86,37.63,112.83,12.25
20181126,27.38,30.86,82.1,18.75,100.5,18.78,19.64,22.5,26.61,53.52,26.63,37.1,117.7,12.3
20181127,27.38,30.71,82.0,18.61,101.5,19.63,19.95,22.3,26.76,52.93,26.58,37.36,120.95,12.15
20181128,27.08,30.71,81.3,18.79,102.0,19.63,19.95,22.75,27.0,54.61,26.44,37.41,122.39,12.25
20181129,26.31,30.76,81.0,18.84,102.0,20.06,19.54,22.85,27.09,54.51,26.48,37.49,120.76,12.15
20181130,25.54,30.19,80.0,19.43,101.7,20.49,19.18,23.0,27.28,54.91,26.15,37.49,122.39,12.15
20181203,26.77,31.47,82.2,19.97,101.9,20.58,19.09,24.15,28.38,57.49,26.67,39.24,127.74,12.8
20181204,26.62,31.66,84.1,19.83,102.0,20.58,18.77,23.9,28.19,57.09,27.24,39.29,130.52,12.8
20181205,27.15,31.71,84.1,20.01,102.1,20.11,18.0,24.1,28.24,57.29,27.0,38.98,127.17,12.7
20181206,26.62,31.57,83.8,20.28,102.1,20.67,18.14,23.95,28.14,56.4,27.1,38.81,125.93,12.6
20181207,26.65,31.66,84.6,20.28,102.2,19.92,18.23,24.05,28.38,56.7,27.52,39.42,128.03,12.65
20181210,25.96,31.38,85.6,19.92,102.1,19.73,18.32,23.1,28.0,56.4,27.38,38.63,129.08,12.5
20181211,25.73,31.05,85.9,20.06,102.2,19.92,18.27,23.3,27.91,56.3,27.1,38.5,128.89,12.5
20181212,25.85,31.33,87.0,20.28,102.2,19.92,18.36,23.5,28.38,57.49,27.29,38.85,128.13,12.7
20181213,26.15,31.19,87.1,20.01,102.8,19.77,19.09,23.15,28.43,57.09,27.29,38.98,129.08,12.9
20181214,25.77,30.76,85.5,19.65,102.7,20.3,18.73,22.35,28.05,56.0,27.0,38.59,129.08,12.8
20181217,24.92,30.05,82.0,19.15,102.5,19.87,18.64,21.65,27.33,54.32,26.3,37.58,128.03,12.5
20181218,23.92,30.24,81.2,19.2,102.0,19.87,18.18,21.45,27.0,54.61,25.82,36.71,125.93,12.4
20181219,22.85,30.33,81.5,19.06,102.0,19.92,18.0,20.4,26.9,53.92,25.63,36.8,123.44,12.45
20181220,23.04,30.14,81.0,18.88,101.9,20.63,18.14,20.2,26.95,54.12,25.78,36.75,120.67,12.25
20181221,23.04,30.05,78.6,18.88,102.0,20.39,18.64,20.85,26.66,54.02,25.78,37.15,117.13,12.1
20181224,23.46,29.72,79.0,18.43,102.0,20.86,18.82,20.35,25.85,52.63,25.78,36.71,120.09,12.15
20181225,23.38,29.05,80.0,17.76,101.9,21.58,19.1,19.7,25.7,52.24,24.83,36.27,119.14,11.95
20181226,23.31,29.15,79.0,17.67,101.9,21.53,19.1,19.3,25.51,52.33,24.64,36.18,118.56,11.95
20181227,23.81,29.34,79.0,17.76,102.4,21.43,19.42,19.35,25.85,53.03,24.69,36.53,118.75,12.0
20181228,23.81,29.24,77.5,17.53,95.3,21.15,19.28,19.3,25.51,53.03,24.69,36.88,115.67,11.95
20190102,23.69,29.1,78.6,17.44,100.4,20.86,18.96,19.0,25.37,53.13,24.93,36.01,119.52,11.6
20190103,22.69,28.48,78.0,16.68,100.3,19.92,18.5,18.1,24.89,53.13,24.08,35.66,118.46,11.1
20190104,22.85,28.29,76.2,16.77,100.6,20.49,18.54,18.35,24.89,53.92,24.12,35.92,120.49,11.15
20190107,22.58,28.67,78.2,17.08,101.0,20.67,18.77,18.15,24.94,54.12,24.27,36.53,126.27,11.5
20190108,22.19,28.48,79.0,16.99,101.0,20.25,18.82,17.9,24.6,54.51,24.22,36.71,125.31,11.35
20190109,22.69,29.05,79.0,17.44,101.5,20.3,18.91,18.35,24.65,55.31,24.45,37.06,127.14,11.4
20190110,22.92,29.53,80.2,17.44,101.4,20.44,18.96,18.85,24.46,54.51,24.45,36.84,126.95,11.4
20190111,22.58,29.91,80.7,17.35,101.4,20.25,19.24,18.8,25.03,54.71,24.27,36.88,129.16,11.4
20190114,22.54,29.72,80.5,17.13,101.4,20.2,19.19,18.8,24.7,54.81,24.55,37.15,130.13,11.2
20190115,22.54,30.48,81.9,17.58,101.5,20.86,19.34,18.9,24.89,55.41,25.02,37.41,130.03,11.3
20190116,22.65,30.24,81.4,17.53,102.0,20.96,19.39,18.7,24.65,54.91,25.02,37.19,128.2,11.3
20190117,22.23,29.95,80.2,17.8,102.0,21.58,19.29,18.45,24.12,54.71,23.7,36.71,127.43,11.2
20190118,22.46,30.48,81.0,17.8,102.2,22.0,19.14,18.2,24.08,54.32,24.27,36.71,129.16,11.25
20190121,22.73,31.05,80.8,18.93,102.4,21.39,19.24,19.45,24.51,55.31,24.55,37.15,128.97,11.7
20190122,22.69,30.76,80.1,18.57,102.4,21.62,19.63,19.55,24.46,54.71,24.55,37.01,129.16,11.75
20190123,23.12,30.76,78.0,18.66,102.6,21.67,19.63,19.95,24.36,54.91,24.97,37.01,129.65,12.15
20190124,22.96,31.24,78.0,19.11,102.8,21.39,19.53,20.45,24.46,54.91,24.83,37.1,130.61,12.2
20190125,22.85,31.24,78.3,19.06,102.9,20.77,19.63,20.2,25.08,55.31,24.93,37.06,131.0,12.3
20190211,22.23,32.85,80.2,19.88,104.0,21.39,19.53,20.7,25.75,57.59,24.79,38.59,132.06,12.95
20190212,22.69,33.09,82.3,19.83,109.1,21.43,19.53,20.85,25.99,58.08,24.88,38.37,133.02,13.0
20190213,23.77,33.18,85.9,19.83,109.0,22.24,19.53,20.85,26.04,59.27,25.97,38.94,133.31,13.0
20190214,23.85,33.13,86.0,19.92,112.9,22.1,20.41,20.85,25.94,59.67,25.63,38.67,134.37,12.95
20190215,24.31,33.32,84.7,19.88,112.0,21.81,20.66,20.8,25.7,58.78,25.49,38.63,135.14,13.0
20190218,24.73,34.13,85.4,19.92,113.7,21.53,20.41,20.9,25.94,59.47,25.78,38.81,136.88,13.1
20190219,24.38,33.7,86.5,19.79,116.0,21.72,20.07,20.5,26.09,58.48,25.82,38.81,137.45,12.8
20190220,24.77,33.61,86.0,19.88,116.5,21.72,19.73,20.6,26.33,58.58,25.92,39.2,137.84,12.9
20190221,25.15,33.75,89.7,19.92,118.4,20.77,19.97,20.4,26.71,59.57,26.06,39.16,143.14,13.0
20190222,26.08,33.7,88.4,20.28,117.0,19.82,19.58,21.1,27.04,61.45,25.92,39.51,143.53,13.05
20190225,26.77,33.8,91.2,20.24,116.3,19.92,19.34,21.3,27.38,62.84,25.97,39.77,146.13,12.9
20190226,26.54,34.1,90.0,19.88,115.5,19.77,19.73,21.35,27.28,62.44,26.3,39.51,140.83,12.8
20190227,26.46,34.0,89.9,19.88,117.4,19.82,19.53,21.15,27.04,61.35,26.67,39.42,142.37,12.7
20190228,25.85,33.05,88.9,19.38,114.0,19.82,19.29,20.8,26.71,59.97,25.97,38.63,136.01,12.3
20190301,26.35,33.05,89.0,19.65,115.1,19.87,19.24,20.8,27.0,61.65,26.15,38.98,136.3,12.65
20190304,27.19,33.1,89.5,19.97,117.4,19.87,19.34,21.2,27.67,62.25,26.53,39.33,137.74,12.75
20190305,26.96,33.75,89.4,19.97,117.3,20.21,19.04,21.25,27.57,62.44,26.15,39.24,136.88,12.7
20190306,26.92,34.5,90.0,19.97,117.7,20.31,18.65,21.3,27.57,62.15,26.01,38.98,135.91,12.65
20190307,26.23,34.05,90.0,20.01,119.2,20.02,18.41,21.5,27.52,62.54,26.2,39.11,134.66,12.8
20190308,26.12,33.9,89.8,19.7,118.1,19.82,18.36,21.2,27.24,62.25,25.78,39.02,132.06,12.6
20190311,26.0,33.6,89.6,19.65,118.3,19.82,18.65,21.1,27.38,62.05,25.87,38.89,132.63,12.55
20190312,26.04,34.7,88.5,20.33,118.6,20.16,18.85,22.1,27.57,64.23,26.15,40.64,133.98,12.7
20190313,26.42,34.5,89.0,20.37,117.5,19.92,18.75,22.55,28.14,64.62,26.58,40.38,133.31,12.8
20190314,26.31,34.5,88.6,20.28,118.8,19.82,18.51,22.5,28.19,66.41,26.82,40.42,132.25,13.0
20190315,24.54,34.0,86.5,20.28,118.7,19.58,18.61,22.7,28.24,65.42,26.67,40.2,132.06,12.95
20190318,24.5,33.4,86.8,20.51,121.3,19.87,18.31,23.4,27.95,67.0,26.63,40.38,133.02,12.85
20190319,24.54,32.8,87.0,20.42,121.0,19.48,18.26,23.1,27.67,66.21,26.3,39.94,131.96,12.7
20190320,24.85,33.4,85.0,20.69,120.2,19.63,18.17,23.0,27.33,66.11,26.15,39.72,133.5,12.8
20190321,24.62,32.5,85.0,20.55,117.0,19.43,17.78,22.1,26.13,66.01,25.68,39.42,131.09,12.5
20190322,24.58,32.75,84.5,20.64,118.6,19.43,17.78,22.5,26.33,66.31,25.45,39.37,131.57,12.55
20190325,24.15,31.55,82.2,19.97,115.2,19.24,17.78,22.15,25.66,64.92,24.79,38.81,131.57,12.25
20190326,24.31,31.55,83.1,19.97,113.7,19.29,17.78,22.35,25.94,64.92,24.74,39.11,131.57,12.3
20190327,24.88,31.7,85.0,20.19,113.9,19.24,17.87,22.5,25.94,64.92,24.88,39.33,131.57,12.35
20190328,24.96,32.0,85.0,20.19,115.9,18.71,17.92,22.65,25.9,66.11,24.83,39.46,130.32,12.15
20190329,24.77,31.85,84.3,20.19,115.9,19.05,17.92,22.45,26.04,66.71,25.02,39.77,129.94,12.2
20190401,24.58,31.6,88.0,20.19,116.5,19.0,17.82,22.25,26.52,67.2,24.97,40.03,133.6,12.4
20190402,24.69,31.8,88.1,20.24,116.3,18.71,17.82,22.0,26.52,66.9,25.02,40.2,133.98,12.2
20190403,24.69,31.55,87.7,20.28,114.9,18.66,17.82,21.8,26.18,66.61,24.88,41.25,133.5,12.25
20190404,24.92,31.75,87.8,20.42,115.1,18.27,17.82,22.0,26.13,67.1,24.93,41.78,133.02,12.3
